To,Direction,Location,I/O Bank,VREF Group,I/O Standard,Reserved,Current Strength,Slew Rate,Differential Pair
I2C_SCLK,Unknown,PIN_B7,8,B8_N1,3.3-V LVTTL,,,,
I2C_SDAT,Unknown,PIN_A8,8,B8_N1,3.3-V LVTTL,,,,
